Human gene name,Human gene stable ID,Gene name
HTR3B,ENSG00000149305,Htr3b
,,Rpl21-ps3
,,Gm14868
,,Gucy1b2
,,5033406O09Rik
,,Gm4784
,,Gm4991
,,Gm36757
,,Gm7134
,,Gm9225
RN7SKP298,ENSG00000251759,Gm54462
,,Gm10095
,,Gm14886
,,Gm47890
,,Gm47902
FRRS1,ENSG00000156869,Frrs1
IRF2BPL,ENSG00000119669,Irf2bpl
FGD1,ENSG00000102302,Fgd1
,,D730050B12Rik
ATP5MJ,ENSG00000156411,Atp5mj
,,Gm18159
,,Gm27156
,,Gm20400
,,Rpl31-ps2
,,Gm54515
ATXN1,ENSG00000124788,Atxn1
,,Gm27245
PIP,ENSG00000159763,Pip
,,Gm22938
,,Gm34158
,,Gm27155
OPCML,ENSG00000183715,Opcml
,,Gm36677
TRIB1,ENSG00000173334,Trib1
,,Sval2
,,Gm20150
,,Gm26612
,,Gm19510
CIPC,ENSG00000198894,Cipc
,,Gm31499
,,Gm53023
,,Gm31615
,,1700116H05Rik
NFAM1,ENSG00000235568,Nfam1
,,Gm19624
,,Sval1
,,Gm47006
,,Gm22542
,,Gm23947
RAP1B,ENSG00000127314,Rap1b
FOXN2,ENSG00000170802,Foxn2
RN7SKP247,ENSG00000223026,Gm54715
,,Gm47800
PSMB10,ENSG00000205220,Psmb10
,,Gm18486
,,Gm15606
,,Sval3
,,Gm54716
,,Gm48091
GLYCTK,ENSG00000168237,Glyctk
,,Gm13155
,,Gm16211
,,Sva
ZNF34,ENSG00000196378,Zfp534
,,Gm13137
,,Gm13136
,,Gm13148
,,Gm47460
ZNF34,ENSG00000196378,Zfp984
PPP1R21,ENSG00000162869,Ppp1r21
,,4930453C13Rik
,,Gm45949
TAS2R39,ENSG00000236398,Tas2r139
,,Gm20707
,,Gm10113
,,Rps19-ps3
SLCO1A2,ENSG00000084453,Slco1a5
,,Zfp933
IRX4,ENSG00000113430,Irx4
PLPP3,ENSG00000162407,Plpp3
LCAT,ENSG00000213398,Lcat
PALMD,ENSG00000099260,Palmd
,,Gm12722
,,Gm12723
,,Gm12726
,,Gm54744
MIIP,ENSG00000116691,Miip
,,Gm32552
MTCL3,ENSG00000214338,Mtcl3
,,Gm48000
STMND1,ENSG00000230873,Stmnd1
ZNF827,ENSG00000151612,Zfp827
C13orf42,ENSG00000226792,Gm4131
TINAG,ENSG00000137251,Tinag
,,Gm26108
,,Gm38212
,,Gm6076
,,Gm7449
POU3F4,ENSG00000196767,Pou3f4
,,Gm24625
,,Gm5802
,,Gm10263
,,Gm28283
ZDHHC22,ENSG00000177108,Zdhhc22
,,Gm35595
,,Gm37108
FAM124A,ENSG00000150510,Fam124a
RBM24,ENSG00000112183,Rbm24
,,Gm37275
,,Gm6679
,,Gm29155
,,Gm10112
ATP1B4,ENSG00000101892,Atp1b4
,,Gm37225
,,Gm17847
,,Gm28281
,,Gm42892
,,Gm29157
TDRD9,ENSG00000156414,Tdrd9
,,Gm37489
,,4930455H04Rik
,,Gm29156
,,Gm9332
,,Gm22159
,,Gm5694
,,1700061I17Rik
,,Gm23816
,,Gm35110
GPC5,ENSG00000179399,Gpc5
TAS2R40,ENSG00000221937,Tas2r144
RN7SKP298,ENSG00000251759,Gm54681
,,Gm8141
NDUFS6,ENSG00000145494,Ndufs6
,,Gm54520
IAPP,ENSG00000121351,Iapp
PCMTD1,ENSG00000168300,Pcmtd1
,,Gm40773
,,Gm49353
,,4933411E08Rik
,,Gm18430
,,Gm9632
,,Gm19243
,,Gm37852
GSTK1,ENSG00000197448,Gstk1
,,5330439M10Rik
KIFBP,ENSG00000198954,Kifbp
TTC14,ENSG00000163728,Ttc14
MRPL36,ENSG00000171421,Mrpl36
MIR135A1,ENSG00000207926,Mir135a-1
,,Gm27158
,,Gm19541
NFYA,ENSG00000001167,Nfya
,,Gm5746
,,4930505G20Rik
NTM,ENSG00000182667,Ntm
,,Gm18367
SERPINE3,ENSG00000253309,Serpine3
CAP2,ENSG00000112186,Cap2
,,Gm26983
,,Gm38372
,,Gm9826
TMEM139,ENSG00000178826,Tmem139
,,Nras-ps2
,,Gm25162
,,Gm23274
,,Gm20713
,,Gm19002
,,Gm38045
TSR2,ENSG00000158526,Tsr2
,,Gm26901
INTS6,ENSG00000102786,Ints6
PYROXD1,ENSG00000121350,Pyroxd1
,,Gm18984
,,Gm30414
,,Gm37791
,,Gm7470
,,Rps2-ps2
,,Gm7708
,,Gm38216
,,Gm7083
,,Gm7713
CXorf49,ENSG00000215115,4933412E24Rik
,ENSG00000283599,4933412E24Rik
CXorf49B,ENSG00000215113,4933412E24Rik
CDH7,ENSG00000081138,Cdh7
RNU6-442P,ENSG00000206695,Gm25875
OSMR,ENSG00000145623,Osmr
C4orf51,ENSG00000237136,1700011L22Rik
,,Gm16139
OR7A5,ENSG00000188269,Or7a40
OR7A10,ENSG00000127515,Or7a40
OR7A17,ENSG00000185385,Or7a40
,,Gm15520
,,Gm44932
,,Gm15521
,,4933404G15Rik
,,Gm19640
,,Gm30329
,,Gm47677
NEPRO,ENSG00000163608,Nepro
,,Gm40
,,Gm26435
,,Gm30933
MMAA,ENSG00000151611,Mmaa
,,Gm15149
,,Gm4853
,,Rps12-ps7
CASP2,ENSG00000106144,Casp2
,,Gm15138
,,Rpl21-ps15
WDR82,ENSG00000164091,Wdr82
RNU6-481P,ENSG00000206921,Gm26441
,,Fv1
LAMP2,ENSG00000005893,Lamp2
,,Gm54575
,,Gm47523
FAM8A1,ENSG00000137414,Fam8a1
TLR3,ENSG00000164342,Tlr3
MFN2,ENSG00000116688,Mfn2
,,Naip2
,,4933428P19Rik
KIAA0408,ENSG00000189367,9330159F19Rik
SPAG6,ENSG00000077327,Spag6l
,,Gm50104
,,Gm50106
,,Gm18146
,,Gm47505
,,Gm19076
,ENSG00000221611,Gm54541
RNU6-1333P,ENSG00000251971,Gm24384
,,Gm6974
IGKV6-21,ENSG00000211611,Igkv5-37
IGKV6D-21,ENSG00000225523,Igkv5-37
IGKV6D-41,ENSG00000211626,Igkv5-37
,,Gm18552
,,Gm50109
,,Gm3332
,,Gm6693
,,Gm54547
,,Gm43586
ERC2,ENSG00000187672,Erc2
,,St8sia3os
MIRLET7G,ENSG00000199150,Mirlet7g
IGKV4-1,ENSG00000211598,Igkv8-34
SNX19,ENSG00000120451,Snx19
DDX21,ENSG00000165732,Ddx21
IGKV4-1,ENSG00000211598,Igkv6-32
EXO1,ENSG00000174371,Exo1
,,Igkv8-31
RD3L,ENSG00000227729,Rd3l
IGKV4-1,ENSG00000211598,Igkv8-30
,,Gm45934
,,Rpl31-ps12
,,Prdx1-ps
,,Gm49644
,,Gm5768
ST8SIA3,ENSG00000177511,St8sia3
,,Igll1
,,Gm42818
IGKV4-1,ENSG00000211598,Igkv8-28
VPREB1,ENSG00000169575,Vpreb1a
ASPG,ENSG00000166183,Aspg
,,Gm54552
RECQL,ENSG00000004700,Recql
,,Gm47257
GTPBP8,ENSG00000163607,Gtpbp8
,,Gm46507
PRDM4,ENSG00000110851,Prdm4
,,Gm47714
,,Gm4774
ONECUT2,ENSG00000119547,Onecut2
,,Gm17892
,,Rps2-ps12
,,Gm45542
,,Gm38282
,,Gm47716
,,Gm6392
,,Gm47717
,,Gm48946
SMAD1,ENSG00000170365,Smad1
ADAMTS15,ENSG00000166106,Adamts15
,,Gm23835
,,Gm48947
,,Gm36804
LRATD2,ENSG00000168672,Lratd2
,,Amd-ps3
BRD8,ENSG00000112983,Brd8
,,9930014A18Rik
A1BG,ENSG00000121410,A1bg
PPM1M,ENSG00000164088,Ppm1m
RNU6-242P,ENSG00000207087,Gm23805
BECN2,ENSG00000196289,Becn2
,,Mir3073a
,,Mir3073b
MIR203B,ENSG00000283165,Mir203
,,Gm37668
,,Gm45601
,,Gm39288
,,4930402D18Rik
,,Gm45602
ADAM17,ENSG00000151694,Adam17
,,Gm8077
UXS1,ENSG00000115652,Uxs1
,,Gm8079
CD200R1L,ENSG00000206531,Cd200r1
CD200R1,ENSG00000163606,Cd200r1
,,Gm48951
,,Gm49497
SLC12A4,ENSG00000124067,Slc12a4
,,Gm7598
,,Gm29904
FAM120C,ENSG00000184083,Fam120c
SNORA80C,ENSG00000199787,Gm24696
,,D030024E09Rik
,,Gm49498
,,Gm18154
,,Gm37947
SERHL2,ENSG00000183569,Serhl
,,Gm18413
ASCL4,ENSG00000187855,Ascl4
,,Naip5
DDX50,ENSG00000107625,Ddx50
ADAMTS8,ENSG00000134917,Adamts8
,,Gm29724
ZBTB44,ENSG00000196323,Zbtb44
,,Gm5063
,,Gm19142
DONSON,ENSG00000159147,Donson
,,Gm38109
STON1,ENSG00000243244,Ston1
,,Gm22248
,,Gm6451
RTCB,ENSG00000100220,Rtcb
,,Gm15148
CUL4B,ENSG00000158290,Cul4b
CARMIL1,ENSG00000079691,Carmil1
,,Gm9406
OARD1,ENSG00000124596,Oard1
,,Gm17508
CDH19,ENSG00000071991,Cdh19
,,Gm48175
ECHDC1,ENSG00000093144,Echdc1
MLIP,ENSG00000146147,Mlip
,,Gm49893
,,Gm50056
,,Gm38255
IGKV4-1,ENSG00000211598,Igkv8-27
,,Gm36944
,,Gm29088
,,Gm19927
,,Gm16103
APOBEC2,ENSG00000124701,Apobec2
,,Gm19587
IGKV4-1,ENSG00000211598,Igkv8-26
,,Gm8173
,,Gm8241
,,Gm37934
,,Gm26352
,,Gm8828
,,Gm54687
IGKV4-1,ENSG00000211598,Igkv6-25
DSEL,ENSG00000171451,Dsel
GTF2A1L,ENSG00000242441,Gtf2a1l
GOLT1B,ENSG00000111711,Golt1b
ZBTB8B,ENSG00000273274,Zbtb8b
,,Gm6028
,,Gm17752
MYC,ENSG00000136997,Myc
,,Gm6717
,,Gm19086
,,Gm18406
,ENSG00000252458,Gm22331
,,Gm8204
,,Gm28190
,,Gm28189
,,Gm24621
,,Gm13156
,,Gm17946
IGKV4-1,ENSG00000211598,Igkv8-24
BSDC1,ENSG00000160058,Bsdc1
,,Gm18181
,,Gm54688
,,9330185C12Rik
,,Gm4854
,,Gm18398
,,Gm45645
PLD5,ENSG00000180287,Pld5
IGKV4-1,ENSG00000211598,Gm43218
GPC6,ENSG00000183098,Gpc6
PKMYT1,ENSG00000127564,Pkmyt1
IGKV4-1,ENSG00000211598,Igkv6-23
,,Gm8836
,,Igkv8-22
SPX,ENSG00000134548,Spx
,,Gm54427
,,Gm54428
,,Gm54429
,,Gm54430
,,Macroh2a3
,,Gm41333
,,Gm54431
,,Gm22521
,,Tsg101-ps
,,Gm30159
STOX1,ENSG00000165730,Stox1
IGKV4-1,ENSG00000211598,Igkv8-21
TSPO2,ENSG00000112212,Tspo2
,,Mir6239
,,Gm20242
WDFY2,ENSG00000139668,Wdfy2
,,Gm49013
,,Gm41335
,,Amd-ps5
IGKV4-1,ENSG00000211598,Igkv6-20
,,Gm49014
,,Gm25702
,,Gm4942
,,Mir7074
GYS2,ENSG00000111713,Gys2
,,Gm5473
OTUD4,ENSG00000164164,Otud4
,,4930449C09Rik
PAQR4,ENSG00000162073,Paqr4
,,Gm18514
,,Mir7215
,,Gm47261
PLOD1,ENSG00000083444,Plod1
,,Atp5po
,,Gm41336
BPIFC,ENSG00000184459,Bpifc
,,Gm49019
,,Gm10785
,,Gm46499
GSDMC,ENSG00000147697,Gsdmc
,,Mir8098
KREMEN2,ENSG00000131650,Kremen2
,,Mir6541
,,Gm54483
,,Gm21021
DEFB109B,ENSG00000206034,Defb48
DEFB109C,ENSG00000205989,Defb48
DEFB109D,ENSG00000254866,Defb48
CD200R1L,ENSG00000206531,Cd200r4
CD200R1,ENSG00000163606,Cd200r4
RBM8A,ENSG00000265241,Rbm8a2
DEFB130A,ENSG00000232948,Defb47
DEFB130B,ENSG00000233050,Defb47
,,Gm38081
,,Gm37916
,,Gm38101
DCT,ENSG00000080166,Dct
,,Gm17965
,,Gm38152
,,Gm36536
,,Gm17966
IGKV4-1,ENSG00000211598,Igkv8-19
LHCGR,ENSG00000138039,Lhcgr
,,Gm26104
ASIC4,ENSG00000072182,Asic4
IGKV4-1,ENSG00000211598,Igkv8-18
,,A230060F14Rik
RNF146,ENSG00000118518,Rnf146
,,Gm8848
IGKV4-1,ENSG00000211598,Igkv6-17
,,Gm42891
DEFB131B,ENSG00000225805,Defb43
DEFB131A,ENSG00000186146,Defb43
,,Gm42667
IGKV4-1,ENSG00000211598,Igkv6-15
,,Gm19198
,,4930435M08Rik
,,Gm5964
WNT5A,ENSG00000114251,Wnt5a
,,Gm8853
CD200R1L,ENSG00000206531,Cd200r2
CD200R1,ENSG00000163606,Cd200r2
,,Gm10360
,,Gm6157
IGKV4-1,ENSG00000211598,Igkv6-14
,,Cntnap5a
TSSK3,ENSG00000162526,Tssk3
,,Gm17928
,,Gm9407
FSHR,ENSG00000170820,Fshr
LIFR,ENSG00000113594,Lifr
,,Gm8862
IGKV4-1,ENSG00000211598,Igkv6-13
FUBP1,ENSG00000162613,Fubp1
TOP3B,ENSG00000100038,Top3b
,,Gm8872
KIAA2013,ENSG00000116685,2510039O18Rik
,,4933400B14Rik
,,Gm42720
,,Gm4719
,,Gm42773
,,Igkv3-12-1
,,Gm50061
KPNA2,ENSG00000182481,Kpna2rt
FAM229A,ENSG00000225828,Fam229a
,,Igkv3-12
,,Gm41653
,,Igkv3-11
,,Gm27210
UNC5CL,ENSG00000124602,Unc5cl
,,Igkv3-10
,,Gm38254
,,Gm2670
,,4930590H14Rik
,,5730403I07Rik
DEFB135,ENSG00000205883,Defb30
NPPB,ENSG00000120937,Nppb
,,Gm25596
,,Gm47483
,,Gm30698
,,Igkv3-9
,,Gm40621
ST14,ENSG00000149418,St14
,ENSG00000281808,Gm24286
,ENSG00000212589,Gm24286
,ENSG00000212461,Gm24286
,,Gm18903
,,Igkv3-8
,,Gm18079
FBXO7,ENSG00000100225,Fbxo7
,,Gm35217
,,Igkv3-7
,,Gm12979
DPEP3,ENSG00000141096,Dpep3
SNTG1,ENSG00000147481,Sntg1
DEFB136,ENSG00000205884,Defb42
MARCKSL1,ENSG00000175130,Marcksl1
NPPA,ENSG00000175206,Nppa
LDHB,ENSG00000111716,Ldhb
,,Gm17941
,,Gm13054
RNU6-83P,ENSG00000207298,Gm23629
FECH,ENSG00000066926,Fech
CTSB,ENSG00000164733,Ctsb
HDAC1,ENSG00000116478,Hdac1
,,Tpd52-ps
DPEP2,ENSG00000167261,Dpep2
NUP153,ENSG00000124789,Nup153
,,Gm49896
,,Gm24071
,,Gm54595
,,Gm45330
FLYWCH1,ENSG00000059122,Flywch1
TGDS,ENSG00000088451,Tgds
TWF2,ENSG00000247596,Twf2
ABCE1,ENSG00000164163,Abce1
APOOL,ENSG00000155008,Apool
RNU6-1232P,ENSG00000252108,Gm24430
RSPO3,ENSG00000146374,Rspo3
,,Gm49163
,,Gm16275
LCK,ENSG00000182866,Lck
LRFN2,ENSG00000156564,Lrfn2
,,Gm20276
,,Gm48159
,,Gm46197
,,Gm6390
,,Gm48215
TMEM63C,ENSG00000165548,Tmem63c
,,Gm232
,,Igkv3-6
,,Gm8767
,,Gm2829
,,Igkv3-5
CENPW,ENSG00000203760,Cenpw
,,Gm54597
FLYWCH2,ENSG00000162076,Flywch2
CLCN1,ENSG00000188037,Clcn1
,,Gm11343
,,Gm11340
,,Gm23340
,,Gm11341
GPR180,ENSG00000152749,Gpr180
,,1700008K24Rik
LPCAT1,ENSG00000153395,Lpcat1
SYN3,ENSG00000185666,Syn3
MCTS1,ENSG00000232119,Mcts1
,,Gm27006
,,Gm54703
,,Gm28263
ANAPC10,ENSG00000164162,Anapc10
,,Gm38024
,,Gm16284
,,4933431J24Rik
,,Gm38259
,,Gm54704
,,Gm19965
SOX21,ENSG00000125285,Sox21
,,Gm37005
,,Gm15452
,,Gm36964
,,Sox21os1
,,Gm54706
,,Gm6152
,,Gm45435
,,Gm9586
,,Gm7445
,,Gm45434
RNU1-101P,ENSG00000212473,Gm22978
,,Gm45433
,,Gm7493
,,Gm17830
,,Mir6241
SATL1,ENSG00000184788,Satl1
,,Gm45432
,,Gm9376
,,Gm37629
HHIP,ENSG00000164161,Hhip
,,Gm23669
,,Gm38008
,,Gm32093
,,Gm37143
,,Gm18067
,,Gm6187
CACNA2D3,ENSG00000157445,Cacna2d3
,,Gm20540
,,Gm18299
,,Gm7512
RNU6-1282P,ENSG00000252544,Gm24765
,,Gm18300
SRRM2,ENSG00000167978,Srrm2
RRS1,ENSG00000179041,Rrs1
,,Gm29106
,,Gm6418
,,Gm14908
C1GALT1C1,ENSG00000171155,C1galt1c1
,,Gm22623
,,4930486F22Rik
ADHFE1,ENSG00000147576,Adhfe1
,,Gm48232
,,Gm48233
,,Gm15990
,,Ap3s1-ps1
,,Mir8119
FAM167B,ENSG00000183615,Fam167b
TIMP3,ENSG00000100234,Timp3
,,Gm14565
,,Gm54457
,,Gm14564
,,6030498E09Rik
,,Gm6024
,,Gm14567
EIF3I,ENSG00000084623,Eif3i
,,Gm54713
,,Gm16423
,,Gm33096
,,Gm14551
,,Gm14566
,,Gm5909
,,Gm26437
,,2010106E10Rik
,,Gm45431
,,Gm45430
GYPB,ENSG00000250361,Gypa
GYPE,ENSG00000197465,Gypa
GYPA,ENSG00000170180,Gypa
KIF20A,ENSG00000112984,Kif20a
,,Gm16071
TLR9,ENSG00000239732,Tlr9
MDM1,ENSG00000111554,Mdm1
ALAS1,ENSG00000023330,Alas1
,,Gm14643
,,Gm14575
,,Gm14574
,,Gm14576
,,Dpep2
,,Gm5385
,,Gm14577
ZNF711,ENSG00000147180,Zfp711
,,Gm26791
FDFT1,ENSG00000079459,Fdft1
,,Gm49911
,,Mir5125
ELOB,ENSG00000103363,Elob
CLCN6,ENSG00000011021,Clcn6
POF1B,ENSG00000124429,Pof1b
,,Gm54482
KIF26A,ENSG00000066735,Kif26a
MOCS1,ENSG00000124615,Mocs1
,,Gm54488
,,1700044C05Rik
,,Gm5672
GSDMC,ENSG00000147697,Gsdmc2
LRTM1,ENSG00000144771,Lrtm1
,,Gm6161
VXN,ENSG00000169085,Vxn
,,4930500F10Rik
,,Gm48004
,,Gm6043
,,Gm49586
LRRC1,ENSG00000137269,Lrrc1
SLC6A3,ENSG00000142319,Slc6a3
,,Gm15745
,,Gm18499
,,Gm48006
,,Gm20368
NGB,ENSG00000165553,Ngb
NEIL2,ENSG00000154328,Neil2
CD200R1L,ENSG00000206531,Cd200r3
CD200R1,ENSG00000163606,Cd200r3
,,Gm29520
,,4930505O20Rik
,,Gm14921
,,Gm14922
,,Gm14923
SNORA75B,ENSG00000206780,Gm22972
SNORA75,ENSG00000212593,Gm22972
SNORA75,ENSG00000212620,Gm22972
SNORA75,ENSG00000212432,Gm22972
SNORA75,ENSG00000212533,Gm22972
SNORA75,ENSG00000212440,Gm22972
FREM3,ENSG00000183090,Frem3
,,Gm6427
,,Gm6429
,,Gm14937
,,Gm14938
,,Gm14936
CEP170,ENSG00000143702,Cep170
,,Gm14939
CDC23,ENSG00000094880,Cdc23
DUS2,ENSG00000167264,Dus2
CHM,ENSG00000188419,Chm
,,Gm48005
YWHAQ,ENSG00000134308,Ywhaq
,,Gm48003
,,Gm48058
,,Gm41118
,,Gm35281
,,Gm47414
GSDMC,ENSG00000147697,Gsdmc3
GATA4,ENSG00000136574,Gata4
KIF13A,ENSG00000137177,Kif13a
,,Igkv3-4
PRSS33,ENSG00000103355,Prss33
KCNJ8,ENSG00000121361,Kcnj8
GSDMC,ENSG00000147697,Gsdmc4
SELENOK,ENSG00000113811,Selenok
DPEP2NB,ENSG00000263201,Dpep2nb
,,Igkv3-3
DDX28,ENSG00000182810,Ddx28
,,Igkv3-2
NFATC3,ENSG00000072736,Nfatc3
,,Igkv3-1
,,Gm38708
GATA2,ENSG00000179348,Gata2
PRSS41,ENSG00000215148,Prss41
,,Gm5463
BLK,ENSG00000136573,Blk
,,Gm4419
EGFLAM,ENSG00000164318,Egflam
USP45,ENSG00000123552,Usp45
,,Gm8412
,,Gm20407
,,Gm5517
MIR361,ENSG00000199051,Mir361
,,Gm7405
,,Gm28228
,,Gm35781
GLIS3,ENSG00000107249,Glis3
PHF8,ENSG00000172943,Phf8
,,Gm4036
,,Mrto4-ps2
,,Gm54485
,,Gm21430
,,Gm4425
,,Gm9289
,,Igkj1
FAM167A,ENSG00000154319,Fam167a
,,Prss32
,,Gm20486
,,Gm6838
,,n-R5s25
,,Gm49248
,,Gm47074
NARS1,ENSG00000134440,Nars1
,,Gm49251
ABCC4,ENSG00000125257,Abcc4
,,Gm47997
,,Gm48012
,,Gm48016
,,Gm15947
POMT2,ENSG00000009830,Pomt2
PRSS21,ENSG00000007038,Prss21
,,Gm47958
CCAR1,ENSG00000060339,Ccar1
DAAM2,ENSG00000146122,Daam2
CLPTM1L,ENSG00000049656,Clptm1l
,,Gm19569
,,Gm21013
,,Gm54745
KLHL31,ENSG00000124743,Klhl31
,,Gm47790
,,Gm47795
GCLC,ENSG00000001084,Gclc
PPM1F,ENSG00000100034,Ppm1f
RN7SL121P,ENSG00000263974,Gm54720
Metazoa_SRP,ENSG00000274660,Gm54720
Metazoa_SRP,ENSG00000276353,Gm54720
Metazoa_SRP,ENSG00000275642,Gm54720
Metazoa_SRP,ENSG00000275840,Gm54720
RN7SL377P,ENSG00000266569,Gm54720
Metazoa_SRP,ENSG00000278700,Gm54720
Metazoa_SRP,ENSG00000275586,Gm54720
Metazoa_SRP,ENSG00000273913,Gm54720
Metazoa_SRP,ENSG00000276823,Gm54720
Metazoa_SRP,ENSG00000275460,Gm54720
USP38,ENSG00000170185,Usp38
,,Gm44388
DNAJB8,ENSG00000179407,Dnajb8
,,1700031F10Rik
,,Gm49595
,,Gm46540
,,Gm6438
FAM131B,ENSG00000159784,Fam131b
,,3110062G12Rik
,,Gm38104
CRYZL1,ENSG00000205758,Cryzl1
,,Gm36992
,,4933413C19Rik
,,Mir350
,,Gm54718
,,Gm19503
,,D930032P07Rik
,,Gm28181
,,Rps15a-ps2
,,Gm6788
MYBL1,ENSG00000185697,Mybl1
,,Gm45538
,,Gm4899
,,Gm45539
,,Gm5354
SIPA1,ENSG00000213445,Sipa1
SNORA55,ENSG00000201457,Gm24620
ESRP2,ENSG00000103067,Esrp2
TERT,ENSG00000164362,Tert
POC1A,ENSG00000164087,Poc1a
,,Dcpp1
OR2T29,ENSG00000182783,Or2t43
OR2T5,ENSG00000203661,Or2t43
OR2T4,ENSG00000196944,Or2t43
KIF6,ENSG00000164627,Kif6
,,Gm13207
,,Gm12746
,,Or2t50-ps1
OR2T29,ENSG00000182783,Or2t46
OR2T5,ENSG00000203661,Or2t46
OR2T4,ENSG00000196944,Or2t46
MTHFR,ENSG00000177000,Mthfr
ACTR8,ENSG00000113812,Actr8
,,Or2ab1
,,Lypd8l
,,Gm16030
,,Gm16029
,,Gm49377
,,Gm49206
,,Gm44284
,,Gm40864
,,Gm37743
,,Gm49207
PLA2G15,ENSG00000103066,Pla2g15
,,Gm24611
,,Gm19227
,,Gm48019
,,Igkj2
GDNF,ENSG00000168621,Gdnf
,,Gm48020
,,Gm17391
OR11L1,ENSG00000197591,Or11l3
,,Gm48030
,,Gm48031
,,Gm48032
,,Gm48033
,,Gm21941
,,Gm48035
,,Cmah
,,Gm48037
TRIM58,ENSG00000162722,Trim58
,,Gm20336
WDR70,ENSG00000082068,Wdr70
,,Gm48039
,,Gm48041
,,Gm48042
,,Gm48043
,,Gm16555
,,Gm49686
,,Gm16554
,,2410018L13Rik
,,Dcpp2
NUP85,ENSG00000125450,Nup85
SLC7A6,ENSG00000103064,Slc7a6
,,Gm48044
,,Gm48046
,,Gm48064
,,Gm9293
,,Gm9292
,,Gm47383
,,Mir6947
,,Gm49033
,,Gm47384
,,Gm47385
,,Gm47386
,,Tdh
,,Gm54490
,,Gm20472
,,Gm50058
,,Gm50057
,,Gm20473
,,Gm9285
,,Gm19465
,,Chchd2-ps
,,Gm47393
,,Gm13201
,,Gm47420
,,Gm47421
,,Gm9286
,,Rpl19-ps6
AGTRAP,ENSG00000177674,Agtrap
,,Gm47422
IL22,ENSG00000127318,Il22
,,Gm54440
,,Gm41545
,,Gm52954
GSTZ1,ENSG00000100577,Gstz1
,,Gm50059
CYRIB,ENSG00000153310,Cyrib
,,Dcpp3
VCPIP1,ENSG00000175073,Vcpip1
,,Limk1-ps1
DRAXIN,ENSG00000162490,Draxin
CDC5L,ENSG00000096401,Cdc5lrt1
RFTN1,ENSG00000131378,Rftn1
,,Cdc5lrt2-ps
,,Gm48145
SNORD98,ENSG00000283551,Snord98
,,Cdc5lrt3-ps
,,Gm48146
CDC5L,ENSG00000096401,Cdc5lrt4
,,Limk1-ps2
,,Igkj3
TRMT11,ENSG00000066651,Trmt11
,,Igkj4
,,Gm29123
RNU6-942P,ENSG00000199872,Gm23302
,,Mir6391
,,Gm17232
,,Gm27198
TPP2,ENSG00000134900,Tpp2
,,Gm22379
MTMR9,ENSG00000104643,Mtmr9
APLP2,ENSG00000084234,Aplp2
TMEM234,ENSG00000160055,Tmem234
SHISA3,ENSG00000178343,Shisa3
SLC7A6OS,ENSG00000103061,Slc7a6os
EEFSEC,ENSG00000132394,Eefsec
NKX6-1,ENSG00000163623,Nkx6-1
,,Gm15918
PRMT7,ENSG00000132600,Prmt7
XKR6,ENSG00000171044,Xkr6
,,Gm42133
,,Gm18985
,,Gm15772
RPA1,ENSG00000132383,Rpa1
,,Gm49901
,,Gm36548
,,Gm37173
,,Gm9191
,,Gm18735
CDS1,ENSG00000163624,Cds1
,,Gm41597
,,AY702103
,,Gm25628
CCDC80,ENSG00000091986,Ccdc80
MIR598,ENSG00000207600,Mir598
NUP155,ENSG00000113569,Nup155
,,Sbp
,,Gm6566
CLDN10,ENSG00000134873,Cldn10
,,Gm49386
,,Gm9305
ATP8B1,ENSG00000081923,Atp8b1
,,Gm9309
TMED8,ENSG00000100580,Tmed8
,,Gm10330
,,Gm38699
,,Gm20300
,,Gm47437
,,Gm47440
,,Gm46342
IL22,ENSG00000127318,Il22b
SAMD15,ENSG00000100583,Samd15
CDC5L,ENSG00000096401,Cdc5lrt5
CDC5L,ENSG00000096401,Cdc5lrt6
,,Gm47441
,,Gm47442
CDC5L,ENSG00000096401,Cdc5lrt7
,,Gm47443
CDC5L,ENSG00000096401,Cdc5lrt8
,,Gm17330
,,Gm47444
CDC5L,ENSG00000096401,Cdc5lrt9
,,Gm5954
,,Gm43273
CDC5L,ENSG00000096401,Cdc5lrt10
,,9030624G23Rik
,,Gm43272
IFNG,ENSG00000111537,Ifng
PPTC7,ENSG00000196850,Pptc7
,,Gm47446
SLC35A5,ENSG00000138459,Slc35a5
,,Gm21297
,,Gm4120
NOXRED1,ENSG00000165555,Noxred1
SMPD3,ENSG00000103056,Smpd3
HINT3,ENSG00000111911,Hint3
DAZL,ENSG00000092345,Dazl
PINX1,ENSG00000254093,Pinx1
,,Gm44265
,,Gm54584
,,Igkj5
,,Gm47478
,,Gm9315
,,Gm16372
PLPPR4,ENSG00000117600,Plppr4
TAF1B,ENSG00000115750,Taf1b
,,Gm10629
ATG3,ENSG00000144848,Atg3
,,Gm50338
,,Gm50352
INPP4B,ENSG00000109452,Inpp4b
,,Gm50353
,,Gm50354
,,Gm23016
RNU6-957P,ENSG00000200522,Gm24504
,,Gm29860
5S_rRNA,ENSG00000277411,Gm54498
SOX7,ENSG00000171056,Sox7
CTNNA1,ENSG00000044115,Ctnna1
,,Gm15842
,,Gm49751
,,Gm33337
CDK6,ENSG00000105810,Cdk6
TET1,ENSG00000138336,Tet1
IL17RB,ENSG00000056736,Il17rb
,,Gm6030
,,Gm44264
,,Gm54808
MAPK1,ENSG00000100030,Mapk1
OR2W3,ENSG00000238243,Or2w3
